Claim Number,Claim Amount,Close Amount,Disposition
Q09GQ5RO1W,21.4,21.4,Approve in Full
9GA65GHD8B,279.99,139.5,Settle
JHS945TNWE,59.61,0.0,Deny
J4YB7DIHOH,1465.3,0.0,Deny
S7IS1H3O4V,19.95,19.95,Approve in Full
CK5QRG3CO3,13.77,0.0,Deny
A3A5I3QW3O,180.0,0.0,Deny
KUJ6IITCHV,200.0,0.0,Deny
GLIJO7T1YH,230.0,230.0,Approve in Full
BWZS0H3M5H,20.0,20.0,Approve in Full
ILP5RYISAN,33.95,0.0,Deny
TJT6SQIQBG,10120.0,0.0,Deny
XRVGZQIJXB,135.0,0.0,Deny
YJBRWNDA54,48.48,0.0,Deny
OQ5BVKTK7L,17.5,17.5,Approve in Full
SV5ZIQHY1U,1374.0,0.0,Deny
499QY8NGCH,140.0,140.0,Approve in Full
1Z0ETPNTZP,840.0,0.0,Deny
LFUDDGB5A6,127.41,127.41,Approve in Full
L420XACRPT,479.97,174.05,Settle
F1F5DSJTKF,125.0,125.0,Approve in Full
300YE1I5VN,400.0,0.0,Deny
4KY4QHFG8S,200.0,0.0,Deny
DLHGJUSPG6,52.0,52.0,Approve in Full
9Y545E69QF,61.69,61.69,Approve in Full
0AW9YD51FT,900.0,900.0,Approve in Full
NRK6ZK53LQ,130.0,0.0,Deny
M6BHYMF7Z0,20.0,20.0,Approve in Full
P493BM6BEN,168.53,0.0,Deny
VBDSLP3OYL,574.0,179.99,Settle
KVB9QGR6BD,94.95,0.0,Deny
2SFHRDJL9Q,7.51,7.51,Approve in Full
XLPBVNCZ5S,160.0,0.0,Deny
A251SCDH2N,137.91,0.0,Deny
27Y3D7NGHF,30.0,30.0,Approve in Full
4N0YAZ3ILB,100.0,0.0,Deny
26FS0SMZL0,370.0,0.0,Deny
SBA494QECF,102.75,102.75,Approve in Full
GJKY55GCZ7,100.0,50.0,Settle
BUJ3S6K7Q8,7.99,0.0,Deny
DYLXZOWDBG,195.0,195.0,Approve in Full
POGCQM72E6,950.0,0.0,Deny
TH2B2KPPRG,7577.0,0.0,Deny
SZFL0OO2AP,38.76,38.76,Approve in Full
U22G6VNERZ,200.0,50.0,Settle
8BHVARKA9F,300.0,0.0,Deny
EM1R2YAVJZ,34.95,0.0,Deny
Q0GT2SUED9,300.0,150.0,Settle
0E9I12U1FO,225.19,0.0,Deny
NQKUA2D5GX,810.11,0.0,Deny
MGL79BJLUF,250.0,250.0,Approve in Full
F190XEIDSU,59.95,0.0,Deny
Q9J7FNLFZU,653.43,192.61,Settle
M9FFMQIV84,277.21,0.0,Deny
82TNCU2K8A,120.0,50.0,Settle
JICT7WI4LA,1168.67,1168.67,Approve in Full
CN4ZXASH0F,50.0,50.0,Approve in Full
A50CS3OPF8,230.0,0.0,Deny
HMH5BR3CLI,350.0,0.0,Deny
OLWNGIVYIO,648.5,0.0,Deny
RLRCPJSDQ1,1817.21,758.03,Settle
0UKIGBTMYN,162.94,0.0,Deny
Z8CWAL5JPW,225.0,0.0,Deny
QSORMM8HM9,30.0,30.0,Approve in Full
GBLVNV467W,220.0,0.0,Deny
TMERI24G2L,1272.07,0.0,Deny
W0QJO6CY31,30.0,0.0,Deny
H7QUM6HUCZ,366.94,69.63,Settle
VTN77RJ6UR,1372.9,0.0,Deny
8ZOREJ9GWE,28.5,0.0,Deny
ZJYL0AXTDQ,15.5,0.0,Deny
JJHC0O5GAT,26.24,26.24,Approve in Full
2DEZK4VFGI,692.72,0.0,Deny
P9PKAGH0QQ,162.56,81.28,Settle
JQLU1BADLL,175.0,0.0,Deny
RNLTNP6OKJ,500.0,500.0,Approve in Full
G4H6QYC207,300.0,0.0,Deny
TUU1XBV4IG,600.0,0.0,Deny
EO1TOMLKXH,84.76,42.38,Settle
R701M15RTS,1117.96,1117.96,Deny
TNCR71IK39,23.83,23.83,Approve in Full
VZRQIE07AZ,38.34,38.34,Approve in Full
CELVNWU9ZF,49.5,0.0,Deny
H7T1XYP5NO,59.96,59.96,Approve in Full
OHXOFHDAZC,12.0,0.0,Deny
SSYKL7QZOW,225.0,0.0,Deny
N1CIMVZSVY,775.29,0.0,Deny
AU64U9W4AY,21.0,0.0,Deny
ION3D76WJY,684.0,0.0,Deny
4E76V0ENRG,195.59,0.0,Deny
EHJIM1RQ56,255.2,0.0,Deny
43QOHR0DE7,120.0,60.0,Settle
O3661XXJHV,125.0,54.59,Settle
LVYB7WK7K6,225.0,225.0,Approve in Full
DT62S91FKZ,250.0,212.5,Settle
PBTASJQKVF,79.0,79.0,Approve in Full
KTDCMCDJ1G,522.9,0.0,Deny
BRK4SPGRH3,35.76,35.76,Approve in Full
YHUZ1D558B,46.48,46.48,Approve in Full
XY3E0GJBID,1400.0,0.0,Deny
OJZC8ZKQRJ,10.71,0.0,Deny
1HFGGJL9QW,1108.48,1108.48,Approve in Full
IP57VV2A8M,300.0,0.0,Deny
ZUD2BZM613,1000.0,1000.0,Approve in Full
IH4JVN6FE9,80.0,40.0,Settle
A1DAHR1D59,250.0,175.0,Settle
27JJSRFSGI,2165.0,0.0,Deny
WNT9U7YCYS,40.0,40.0,Deny
NHH82F8C0U,249.99,0.0,Deny
XZA3T5Y4L8,1850.0,0.0,Deny
DLQILJ8UF5,395.0,395.0,Approve in Full
PI0TDZ2VZ0,171.15,154.04,Settle
4GMZZF0BJT,234.9,0.0,Deny
GIUU7KBC2T,150.0,150.0,Approve in Full
ZLDU0NIRK4,1899.0,916.33,Settle
I2D00ZC84D,500.0,0.0,Deny
WBVUV8L4MO,25.0,0.0,Deny
R6NNM9IRUS,939.0,0.0,Deny
BH2299NON5,2000.0,0.0,Deny
4QKNTDXNNB,200.0,0.0,Deny
W1K1SKM1KI,349.0,0.0,Deny
YQA6K9HX9W,477.71,0.0,Deny
4LTAMDV72F,149.08,0.0,Deny
F7I7F05WJN,60.0,60.0,Approve in Full
NYBS5360NY,570.94,0.0,Deny
JMXF6G3BES,70.0,70.0,Deny
LRGOGLJOL9,69.58,0.0,Deny
4QQB47U4NN,595.0,0.0,Deny
VU0CW1F5DU,217.0,0.0,Deny
O3835V9UWU,5.09,5.09,Approve in Full
4HSQIUTMIB,8850.0,0.0,Deny
XC2W8E8SR5,199.99,0.0,Deny
JDM269ALR5,276.9,135.0,Settle
T4X56COS4Y,97.41,0.0,Deny
8FXP3GXRWN,28.0,0.0,Deny
TUP8IP05DP,137.18,50.0,Settle
GOFBK4W7F0,19.95,19.95,Approve in Full
CA4Q2KMHR9,45.15,45.15,Approve in Full
MP984PVIV2,633.88,316.94,Settle
ZTGWACMBIR,150.0,0.0,Deny
9Z5RIKXZX3,36.91,0.0,Deny
FNH29WTGYN,45.0,45.0,Approve in Full
GIZIFOMXAZ,50.0,25.0,Settle
3WCV0R2ITS,197.59,197.59,Approve in Full
GXECSRSL0J,140.0,140.0,Approve in Full
3BC0EME2VQ,13.98,13.98,Approve in Full
XBX4TE688B,1070.0,0.0,Deny
FKS6GOLQPP,70.0,70.0,Approve in Full
PN0C1G8MHZ,229.0,0.0,Deny
0UKO8I1QEW,175.15,175.15,Approve in Full
JS0BHHAPMA,8.0,0.0,Deny
SF8PZF42RZ,1500.0,0.0,Deny
LK8KVKGFM7,607.95,0.0,Deny
FILO4E9LYL,108.0,0.0,Deny
9PZ0WY9HXO,169.96,0.0,Deny
391ZOIHE4U,68.99,0.0,Deny
CROJC84U4W,545.27,272.64,Settle
YV6HZPS60G,50.0,0.0,Deny
YM6713CY5K,250.0,250.0,Approve in Full
GTNLP707AF,1849.0,1849.0,Deny
DOTZ48U2RO,48.0,0.0,Deny
H9GG2R5YXJ,75.0,25.0,Settle
ANXUID2XDR,145.0,15.0,Settle
OA9Z8CHBGS,600.0,0.0,Deny
7B85EPJMQT,138.31,69.16,Settle
L724GP0G5K,80.76,80.76,Approve in Full
N7NUR6ZR5A,192.6,192.6,Deny
92BYBRIS7J,375.0,0.0,Deny
633H08G8QT,58.32,58.32,Approve in Full
ONP9REPTDT,53.5,0.0,Deny
NGAUQDEK2N,250.0,0.0,Deny
IEZ9UGGAVF,75.0,37.5,Settle
S4M9G4FCSQ,10.0,10.0,Approve in Full
JUOJIFOHIU,375.0,0.0,Deny
Z5QONF34DW,144.81,0.0,Deny
5AUOVHYNBT,211.08,211.08,Approve in Full
UVJ6OKQ72I,326.85,302.9,Settle
YSBVYEFZBE,36.0,36.0,Approve in Full
8G5KUWXUSX,100.0,0.0,Deny
E7OCLPX6D5,100.0,0.0,Deny
SSHY3IEVGI,229.14,115.0,Settle
H0ZG48X11P,200.0,125.44,Settle
ETED9GN5OD,35.0,0.0,Deny
YQJEQISYKC,580.0,0.0,Deny
6HUD6GN9D1,1009.13,0.0,Deny
7XVVB6IO2R,180.0,0.0,Deny
ABB3IAR13I,1355.69,609.99,Settle
XK89R4SW9W,1500.0,0.0,Deny
J2DF9GLD3R,299.0,0.0,Deny
83UV7TCHO3,900.99,0.0,Deny
TR1MTVLFK7,489.0,0.0,Deny
TUR4GHALDC,1100.0,1046.42,Settle
71HFKTYK8K,169.0,0.0,Deny
1ZOM1026GW,10.0,0.0,Deny
7KRZCVUAMF,2580.0,0.0,Deny
1G5KWSZJO0,89.13,77.25,Settle
14FI7WEZAH,430.0,430.0,Approve in Full
IR25WHQ14Z,983.0,491.5,Settle
6WK5VCGEQU,180.0,0.0,Deny
QS9LH02Y4L,110.0,0.0,Deny
SABPUL46J7,1500.0,0.0,Deny
YWNGCXOVFB,24.91,0.0,Deny
C6JTN3HYSP,340.0,0.0,Deny
R3OAFVWW6Z,100.0,100.0,Approve in Full
PFPM93WBXO,3144.75,3144.75,Approve in Full
J4OWJ7W0TI,97.0,97.0,Approve in Full
OET1ALZLQP,1199.98,0.0,Deny
3ZQVN1K12T,1105.2,0.0,Deny
FH6OGS5SLK,300.0,0.0,Deny
RSV4WU0ZC2,1473.11,0.0,Deny
S683FENS4G,205.8,0.0,Deny
NIK7LJ24SJ,10.4,10.4,Approve in Full
0CPX0QJYJC,96.35,48.18,Settle
O12FIFJ4MW,33.99,33.99,Approve in Full
V0XQEGAMMM,48.0,0.0,Deny
GXJGWPXOMM,80.0,0.0,Deny
3IYEDRSV9U,99.99,50.0,Settle
ROLSLTQ01X,100.0,50.0,Settle
CRACFEVXZX,40.0,40.0,Approve in Full
6VXU85FDPD,275.0,0.0,Deny
1XATDYM5JC,639.95,639.95,Approve in Full
IMZ6FPFQ2C,38.0,0.0,Deny
XLZSKQ8YJ1,437.0,218.5,Settle
578ONB5A44,75.0,75.0,Settle
AVF8L8ZDYL,194.0,194.0,Approve in Full
FFRPN9WPTH,2350.0,0.0,Deny
0C47O4KBUO,227.81,0.0,Deny
NC91MG6WVF,48.0,0.0,Deny
TC1K8WFCQD,300.0,300.0,Approve in Full
PJSJZDDWFL,55.0,0.0,Deny
G2YYVQQX64,914.0,500.0,Settle
M1IP8Z4EQV,1500.0,0.0,Deny
I5NG5CFEYR,29.5,29.5,Approve in Full
H89U0VPYGT,90.07,0.0,Deny
XM6YMKMBSY,300.0,0.0,Deny
XA4TADY27J,60.0,60.0,Approve in Full
XDSQ7O02TW,10.0,10.0,Approve in Full
SDZ3RQIMHJ,8.0,8.0,Approve in Full
ZFZP7VNQI0,581.94,581.94,Approve in Full
RCFRPOXDZR,80.0,0.0,Deny
RHB4P8CHPN,48.76,48.76,Approve in Full
K0F90XJZT1,38.0,0.0,Deny
FJ4WWSOUON,412.29,0.0,Deny
105P3QOU67,2000.0,0.0,Deny
7YS5TY0V7U,40.0,40.0,Approve in Full
RSQZEY1YVK,8.95,0.0,Deny
4D3A17S2CM,75.0,37.5,Settle
DN42HZ0LJE,34.0,0.0,Deny
F1NG3NNFNC,143.74,72.0,Settle
9CQPWYZ4VY,150.0,75.0,Settle
E66FDSA8QX,274.99,137.49,Settle
X4FCI8K2AD,20.0,20.0,Approve in Full
BPUL9VTEU8,40.0,0.0,Deny
3PP6G7ZD7B,1000.0,0.0,Deny
QVIMOIMQL5,545.0,0.0,Deny
WQLOFPKTR4,169.0,0.0,Deny
L9JAVVN30V,174.0,87.0,Settle
H3COBHVAOE,1500.0,603.96,Settle
4EAI3TVFI3,300.0,0.0,Deny
9ZF5DEY8GD,82.99,41.49,Settle
4GZT6N6ZF4,433.59,0.0,Deny
1E6WWYKEZ9,150.0,50.0,Settle
HSULT3VLNN,200.02,0.0,Deny
D6TMRFPWIN,800.0,500.0,Settle
3DA1L2E44Z,75.0,0.0,Deny
JACFJHVYYX,320.0,160.0,Settle
THI0ERWX3H,12.0,12.0,Approve in Full
7UVTE4T64N,97.92,97.92,Approve in Full
K4CZLXYIUU,428.0,0.0,Deny
LM2E720J6K,517.0,258.5,Settle
Y86PRF4XI7,80.0,25.0,Settle
1WUH1NSW8I,20.0,20.0,Approve in Full
4XVYMCDNNL,174.6,0.0,Deny
YXG09DF1R7,319.99,0.0,Deny
QZIJX3E1LR,77.94,0.0,Deny
M9NEBBEE8G,27.98,27.98,Approve in Full
7I1R71FRXZ,1000.0,0.0,Deny
89S6O54QAX,652.7,652.7,Approve in Full
OG03DQ32P0,130.0,119.95,Settle
5D0N0KYE51,1499.95,0.0,Deny
IKHTPFHRPK,47.5,0.0,Deny
94ZA8DK9AE,229.0,90.0,Settle
KWHDJVNT9C,8.39,8.39,Approve in Full
3CXD1X1ELI,680.3,207.0,Settle
4KDSSERBTQ,59.98,0.0,Deny
4D5QW2G7KQ,115.75,0.0,Deny
JWS3U8DJMU,2779.97,0.0,Deny
T25MSY4RJ4,50.0,25.0,Settle
Q9T0OFA9EY,50.0,0.0,Deny
6CCCTJQIY1,14.0,0.0,Deny
L78JWLEMNN,630.7,630.7,Approve in Full
ZF9R4N9O6M,100.0,0.0,Deny
MOQFR2DXP8,322.0,112.0,Settle
BEG5TUG8HG,80.0,40.0,Settle
JN66T1HEHF,799.99,0.0,Deny
JXH7I9U25E,35.0,37.45,Approve in Full
GZD03XSAHN,3250.0,0.0,Deny
XRRMW8QYFE,96.5,0.0,Deny
9CM5APL706,500.0,0.0,Deny
06OW1FL9C5,100.0,50.0,Settle
R36FAQEV6D,79.0,39.5,Settle
VT15VPU2EP,250.0,125.0,Settle
4PM2PUKXX3,45.0,45.0,Approve in Full
6OCGNES6LT,9.95,0.0,Deny
I879LTVA9W,89.98,0.0,Deny
XWJ7APZFHW,104.0,0.0,Deny
E8B2NK4BCA,19.95,9.97,Settle
8AK4P1GR5D,211.15,0.0,Deny
R0ZNT4CXU6,40.0,40.0,Approve in Full
ZQUEJI9AC7,500.0,0.0,Deny
MCZOQB0BFK,215.49,83.4,Settle
PNH2EB43AT,1000.0,0.0,Deny
L5EAVWOW7L,110.0,55.0,Settle
KZUE50YS19,9.68,9.68,Approve in Full
CIQAC8JCGJ,152.13,0.0,Deny
Z7JA5SE54L,50.0,25.0,Settle
IKJC02UUVG,37.0,37.0,Approve in Full
3XTD2S9EST,5250.0,0.0,Deny
HYH946JA4O,8.67,8.67,Approve in Full
R1AW1CZKHH,10.6,10.6,Approve in Full
ON5AY4M2DN,3000.0,0.0,Deny
RJU1TGNRUJ,77.77,77.77,Approve in Full
D81F9NIDF7,70.5,35.25,Settle
2FO32FSP8M,255.0,255.0,Approve in Full
DHL620CCTQ,60.0,60.0,Approve in Full
91RZKF1KCB,238.0,238.0,Approve in Full
GAIYT0CLV7,66.95,33.48,Settle
9W5DUXPV9C,104.0,104.0,Approve in Full
F56YG27GOQ,547.89,0.0,Deny
7L9XAZLF0I,108.82,108.82,Approve in Full
6A2SQ9UCCA,910.0,910.0,Approve in Full
ZAXUDP483B,50.0,50.0,Approve in Full
AA93QDLE1V,166.95,50.0,Settle
5UNWPBBLNG,229.0,0.0,Deny
VD29UW064J,120.0,0.0,Deny
ROC5ML95WY,7.93,7.93,Approve in Full
OQ3FKGMJE3,42.39,42.39,Approve in Full
9B6OAMZBJK,447.5,0.0,Deny
EBNJLI48WX,14.81,14.81,Approve in Full
IA5X020NLP,283.55,0.0,Deny
209794SEBW,103.0,103.0,Approve in Full
V2SU2YPVPW,3600.0,0.0,Deny
92113AD6IH,224.98,0.0,Deny
GIFVTMCLF3,60.0,60.0,Approve in Full
0SRSIQ5M3A,116.94,0.0,Deny
CVE9UFA5QM,20.0,0.0,Deny
GC811BVJM2,10.89,0.0,Deny
J8OHU16OXZ,9.0,0.0,Deny
WO6ZJB7FN0,556.0,0.0,Deny
LQV49UBDJA,80.0,80.0,Approve in Full
LTDSF6SM6Y,104.99,104.99,Approve in Full
YLW27MUQT6,602.79,140.91,Settle
ZQ7AMERIXJ,75.0,75.0,Approve in Full
BMEO5PTV7R,65.0,0.0,Deny
H40JGQFXNH,83.0,41.5,Settle
7DWFVVVRKG,32.46,32.46,Approve in Full
DRPWZICBJ8,394.0,0.0,Deny
MSSVHU1KT0,18.0,0.0,Deny
C6R23Y7J2F,65.7,32.85,Settle
1KSQ88BP6S,74.13,0.0,Deny
A9KMBMD7WD,32.4,32.4,Approve in Full
B9QKOH1VIP,34.55,34.55,Approve in Full
LCLYPJAI5Z,90.0,50.0,Settle
3ODIF3VC3E,274.94,0.0,Deny
Z13HVYYMYZ,50.0,50.0,Approve in Full
T7BOR2XLBT,3087.0,3087.0,Deny
YC4787DZT5,303.91,303.91,Approve in Full
GFLWLHY1D7,21.32,21.32,Approve in Full
AQ8Z5WDX6J,4030.0,0.0,Deny
2DQKOJ6K0I,213.61,106.81,Settle
4AEUJGDREA,59.99,59.99,Approve in Full
L8KPVJE40D,628.55,628.55,Approve in Full
Q0D61E9SHG,6.5,6.5,Approve in Full
29BUJNI1AQ,2300.0,0.0,Deny
5LS1YE0L10,46.99,0.0,Deny
B8N7UCG0TR,25.0,25.0,Approve in Full
77Y55HKSK5,243.76,0.0,Deny
BI489DD6NU,1300.0,762.75,Settle
NQ7CDUTKO9,10650.0,0.0,Deny
7VC9X712LT,14.0,14.0,Approve in Full
G6AOGU1NQR,338.0,241.83,Settle
F5ZOEY7HN0,214.11,114.11,Settle
IAS8AM2IZW,375.8,0.0,Deny
PYLNG33796,20.0,20.0,Approve in Full
2DHTRKESWX,250.0,0.0,Deny
JS290ABQBA,90.0,90.0,Approve in Full
QVV43NJ9FK,7.99,0.0,Deny
2SN8QJZ542,268.99,208.21,Settle
08PK7QH9CD,40.0,40.0,Approve in Full
YTGHHKUZ5F,20.0,20.0,Approve in Full
OQU0LFLO8M,125.0,62.5,Settle
M0DXB1GX2G,329.0,329.0,Approve in Full
S5LOE6SMUR,21.4,21.4,Approve in Full
KFZCM7OWF5,1000.0,0.0,Deny
BWIQJFNDF3,74.0,74.0,Approve in Full
N0OOJVGGJB,125.0,0.0,Deny
W5TQJGX39W,1337.63,819.82,Settle
1CBUO5IDFP,161.97,0.0,Deny
108WEOR486,751.98,751.98,Approve in Full
OA2JXRSX9Q,41.95,0.0,Deny
29SASSBN5S,112.17,0.0,Deny
FJTRIQ68KJ,14.96,14.96,Approve in Full
R6QO0KJVRT,674.41,674.41,Approve in Full
7N516TXER1,149.95,0.0,Deny
EV61BEL1FS,120.0,60.0,Settle
ZEBMP3SJDS,350.0,0.0,Deny
ZO56EBIX06,21.0,21.0,Approve in Full
C457A4YJZT,331.59,0.0,Deny
QVTU9HF2OJ,2700.0,947.5,Settle
O0I8A3LFQY,160.2,0.0,Deny
705LJ9M78Z,239.7,0.0,Deny
6SDUI5RV8U,95.0,47.5,Settle
CLI8702QW6,27.18,13.59,Settle
NIY25IAIIN,70.0,0.0,Deny
ICBFVMX5SH,79.0,79.0,Approve in Full
AOT9DQ6PMG,185.0,0.0,Deny
80AA0F980N,1000.0,0.0,Deny
QIPN32PF6J,50.0,0.0,Deny
Q72K0HM5F7,400.0,0.0,Deny
JKZFGIN7GA,266.43,266.43,Approve in Full
T6G5LDGKXI,4.79,4.79,Approve in Full
63S0VID5KH,1588.8,456.21,Settle
4JLQMIC4WA,99.0,49.5,Settle
DYJ6LH5Y4V,15.0,7.5,Settle
7SCTOYG5LH,350.0,0.0,Deny
K4O1EGEJQP,65.0,0.0,Deny
974YE0A8CF,2148.97,1502.29,Settle
WCND01UBMU,2005.0,0.0,Deny
M06J5DX3TD,2961.97,0.0,Deny
PGLOXV0OLE,380.0,0.0,Deny
86ZSE9L8CY,15.0,0.0,Deny
3N6O3ZXDEY,92.0,68.0,Settle
O9Q5WU8YFQ,3378.0,0.0,Deny
FFZWV8CEPK,430.0,0.0,Deny
SS94ABH0DJ,50.0,50.0,Approve in Full
TZ2OUQIZ1Z,140.0,0.0,Deny
A70LP4IG9U,479.0,332.5,Settle
GR2C93IK3K,140.0,0.0,Deny
35GQUWO1Q7,600.0,0.0,Deny
3LW99VTXBP,50.0,50.0,Approve in Full
D12CMQWSOW,460.0,230.0,Settle
D6OXMNK832,15.0,15.0,Approve in Full
PGCHNY2FZU,81.39,0.0,Deny
YF34MT9N8B,30.7,30.7,Approve in Full
S8CNEHFXMV,214.34,0.0,Deny
MHJ63T6GH1,83.36,83.36,Approve in Full
18JKXZ2WCG,70.0,0.0,Deny
W16KB4K2BX,9.7,0.0,Deny
0CYSSQKIUG,139.9,0.0,Deny
HNE1I1ZV5T,1550.0,684.04,Settle
IGSEGPPPQ3,1508.49,0.0,Deny
IQLZY4RKNV,60.0,0.0,Deny
490XT6LDSC,2233.0,1215.26,Settle
6LSRSXH9Z7,21.4,21.4,Approve in Full
JDD66GW77Q,275.0,0.0,Deny
6MVVIULDAB,9.69,9.69,Approve in Full
UGC9Z359BQ,2861.25,0.0,Deny
F33KGKDQ7Z,180.0,0.0,Deny
N9MN9UPPTU,75.0,30.0,Settle
OK7ST31OPP,50.0,50.0,Approve in Full
4ENXWV45LS,342.0,171.0,Settle
2ZMJ22AI5W,505.0,178.48,Settle
1Q5TXWBBLU,269.99,0.0,Deny
J6ZRE8OSZ0,322.0,322.0,Approve in Full
43WKC61TWM,1500.0,0.0,Deny
75LMTGVVHF,50.0,0.0,Deny
TENIA16N6V,1187.61,769.1,Settle
U4SULKEUCX,100.0,50.0,Settle
ENMLWKI30W,180.0,0.0,Deny
4DMWXM4HFM,49.88,0.0,Deny
30GOOPUBT7,292.5,0.0,Deny
5JFBVHJJEI,10.62,10.62,Approve in Full
5XPLY5VCQM,1833.75,916.88,Settle
E6EZWMEXVN,78.53,39.26,Settle
OCWM89SD4I,300.0,0.0,Deny
UHLC4HJVED,100.0,100.0,Approve in Full
T98KW3N47T,10.0,0.0,Deny
GTR0QPIJ79,30.0,0.0,Deny
1VD8S9TNBS,4000.0,0.0,Deny
UTQ4YD8GDJ,1358.0,739.0,Settle
S1P0S4ERT3,85.49,0.0,Deny
3ZVPNP48HK,75.0,37.5,Settle
Z1TFCQIGCM,40.0,40.0,Approve in Full
QVMND3IB6N,45.0,0.0,Deny
4KHFUGNRIC,75.0,75.0,Approve in Full
541V8II00I,739.46,0.0,Deny
YTI4W99FIC,1671.0,0.0,Deny
FRAW4ZBFR3,842.0,842.0,Approve in Full
HCFLXEK0F5,11.99,11.99,Approve in Full
M5AI5K82HC,62.0,62.0,Approve in Full
4RUWXQYQPG,627.0,0.0,Deny
CXW7YCOH97,116.33,50.0,Settle
LJV4QEUIXR,15.0,15.0,Approve in Full
NGKMNX8DT2,70.0,0.0,Deny
7PTXJE1J5L,32.5,32.5,Approve in Full
U6CZIH5V66,654.47,0.0,Deny
05AGE1RYRN,152.83,0.0,Deny
BWX2BHPXPW,50.0,0.0,Deny
2NYSFD587B,3000.0,750.0,Settle
AYCXXQMVIT,353.46,176.73,Settle
3T9H391582,25.0,25.0,Approve in Full
LP0AMOQX9V,34.99,34.99,Approve in Full
S9J5FVRA6K,160.0,0.0,Deny
FES6C3AH01,2000.0,0.0,Deny
NO7OOFNUH5,800.0,280.0,Settle
LEY6765BBZ,3445.0,0.0,Deny
8A7LCUJKAT,162.66,0.0,Deny
GX5EKEJW1Q,300.0,100.0,Settle
V68QL6GP6Y,62.0,62.0,Approve in Full
RJ6IPBSAVM,900.0,0.0,Deny
GAR6MCRINQ,800.0,0.0,Deny
NKCW3PUWX4,633.68,50.0,Settle
HD3P8AYIZF,350.0,0.0,Deny
T56JJZSR1Y,1299.96,0.0,Deny
YG4H9IGJ0S,628.25,312.69,Settle
PJ9PPC5JC1,464.99,0.0,Deny
5K53N16O7H,214.34,0.0,Deny
I42CG6JIY0,280.0,0.0,Deny
4ZCKAVM12V,15.0,0.0,Deny
RVCLC9T08C,1540.0,0.0,Deny
OUML2A351K,1003.07,0.0,Deny
E47QKLLNSO,726.73,727.0,Approve in Full
T74CZU0FN1,99.99,0.0,Deny
0WZYG7X2BL,75.0,75.0,Approve in Full
CL0CFBE9KK,530.18,0.0,Deny
RPDTNVHXA7,429.12,429.12,Approve in Full
185TJJMDWY,125.0,0.0,Deny
06C6HXB40J,1480.29,0.0,Deny
9SKWXS2ISD,284.98,0.0,Deny
I5NNE844N0,165.0,0.0,Deny
S8RZC35AHR,200.0,200.0,Approve in Full
VKGFTR0E6L,45.01,45.01,Approve in Full
5QZLBAGIWU,1732.0,300.0,Settle
STZQT7C9UW,300.0,0.0,Deny
2V395HIA9S,330.0,330.0,Approve in Full
E9LOXIAUFE,150.0,0.0,Deny
DC7AV2NBSD,214.99,0.0,Deny
7AUHBOER7L,60.0,0.0,Deny
ZI4RY3VKZF,200.0,0.0,Deny
XJI6PXNQQI,158.0,53.0,Settle
1VPMDBEDXB,169.0,84.5,Settle
XUDAATUFYP,600.0,0.0,Deny
G5SZIQ6U26,200.0,0.0,Deny
A7A40NC9FE,359.0,323.1,Settle
048FIDYSVC,54.0,54.0,Approve in Full
W8WBRHPW1M,140.0,0.0,Deny
GFK82TLIFD,289.0,117.7,Settle
LO3Q8OBVG4,2000.0,1806.61,Settle
6KCRO93T9U,120.0,120.0,Approve in Full
6FF8WL0KNH,15.0,15.0,Approve in Full
Q5R4C8HAYV,125.0,62.5,Settle
J9OCK6YJHG,265.0,265.0,Approve in Full
79G9BZZAHG,78.0,78.0,Approve in Full
XVFUBP5ZO0,90.0,90.0,Approve in Full
QKTOZKKREG,35.0,0.0,Deny
W12ZVYFH7P,245.25,245.25,Approve in Full
UV7PBL3OEN,188.99,50.0,Settle
7DPNQXDUH9,542.5,0.0,Deny
QOXB2ATL2V,2600.0,0.0,Deny
66XZQO6PG0,169.59,141.87,Settle
DUTBQO3OTB,4217.85,1071.55,Settle
A5HL82519Z,629.23,0.0,Deny
6RS4RRK3GH,170.0,0.0,Deny
Y4O1IUROFF,35.0,35.0,Approve in Full
U9RLWS50Q1,185.29,185.29,Approve in Full
3O1KW1B1V2,50.0,50.0,Approve in Full
RFC9F6UTY7,1033.0,0.0,Deny
T1SKX7YPA8,9970.0,0.0,Deny
3JBGTZJGDF,306.05,153.03,Settle
22DLH0KH3R,21.76,0.0,Deny
ADWGZADJ9D,125.0,0.0,Deny
BOWRU4VFUG,49.99,0.0,Deny
YVZG3CZYKW,160.0,0.0,Deny
ZAGTCWO2BO,100.0,0.0,Deny
BLRPI5H30O,4500.0,0.0,Deny
R8ZMDYU2VB,250.0,125.0,Settle
52BG3S2DZQ,56.0,56.0,Approve in Full
9989KL8O88,347.0,0.0,Deny
DYQMCDU1P0,201.0,0.0,Deny
CBCZMA5CI9,99.95,99.95,Approve in Full
NIC710J1KH,71.75,0.0,Deny
56CXR3WT5P,189.4,73.45,Settle
1Y1LNY5TJI,10.0,0.0,Deny
0LFT0QM9AZ,30.0,0.0,Deny
YM9YN4WW48,85.0,0.0,Deny
L95Q4QAA3Z,174.0,0.0,Deny
A9M8DC4MXS,399.95,0.0,Deny
ERGFCELJ7L,720.0,0.0,Deny
YUFINP1BWG,40.0,40.0,Approve in Full
72ZF9UDMZA,79.95,0.0,Deny
VU70SH7P0G,250.0,250.0,Approve in Full
